meal_id,name,calories
2953,"KEEBLER, Cashew Shortbread Cookies, SANDIES",535
2956,"Wheat flour, unenriched, all-purpose, white",364
2967,"Cookies, baked, refrigerated dough, oatmeal",471
2974,"Cookies, refrigerated dough, chocolate chip",451
3008,"LITTLE CAESARS 14"" Cheese Pizza, Thin Crust",309
3029,"Wheat flour, enriched, tortilla mix, white",405
3036,"Chicken, reheated, breaded, frozen, thighs",334
3053,"KEEBLER, Shortbread Pie Crust, READY CRUST",502
3064,"Bread, toasted, (includes gluten), protein",270
3068,"PEPPERIDGE FARM, Farmhouse Sourdough Bread",269
3069,"Breakfast bar, corn flake crust with fruit",377
3070,"Snacks, salted, wheat-based, sesame sticks",541
3084,"Pancakes, incomplete, dry mix, whole wheat",350
3123,"KEEBLER, Pecan Shortbread Cookies, SANDIES",541
3129,"Cookies, refrigerated dough, peanut butter",458
3137,"Fast foods, breaded and fried, onion rings",411
3139,"PEPPERIDGE FARM, Whole Grain Oatmeal Bread",258
3152,"Pancakes, incomplete, dry mix, whole-wheat",344
3153,"Cereals, Dry, Quick Oats with Iron, QUAKER",371
3161,"KEEBLER, Cheese on Wheat Sandwich Crackers",499
3163,"Chicken tenders, prepared, frozen, breaded",240
3178,"Piki bread, made from blue cornmeal (Hopi)",390
3187,"Bread, commercially prepared, whole-wheat",252
3189,"KEEBLER, Honey Wheat Crackers, WHEATABLES",482
3194,"Cookies, baked, refrigerated dough, sugar",489
3199,"Bread, toasted, oat bran, reduced-calorie",239
3200,"KEEBLER, Chocolate Pie Crust, READY CRUST",490
3202,"Chicken breast tenders, uncooked, breaded",263
3211,"T.G.I. FRIDAY'S, breaded, FRIDAY'S Shrimp",302
3213,Soy sauce made from soy and wheat (shoyu),53
3241,"Chicken, raw, giblets, broilers or fryers",124
3248,"Biscuits, refrigerated dough, mixed grain",263
3255,"KEEBLER, Holiday, Gingerbread Men Cookies",444
3262,"PIZZA HUT 14"" Cheese Pizza, Stuffed Crust",274
3268,"Pie crust, unbaked, regular, refrigerated",445
3286,"Snacks, buckwheat, brown rice, rice cakes",380
3296,"Bread, multi-grain (includes whole-grain)",265
3297,"KEEBLER, Saltines with Whole Wheat, ZESTA",416
3314,"Bread, prepared from recipe, whole-wheat",278
3318,"PEPPERIDGE FARM, Light Style Wheat Bread",256
3340,"PEPPERIDGE FARM, Farmhouse Oatmeal Bread",275
3342,"Rolls, whole wheat, hamburger or hot dog",269
3347,"Soup, condensed, canned, mushroom barley",61
3362,"KASHI, Original, H2H Woven Wheat Cracker",396
3363,"Bread stuffing, prepared, dry mix, bread",195
3393,"PIZZA HUT 12"" Pepperoni Pizza, Pan Crust",298
3398,"PEPPERIDGE FARM, Seeded Jewish Rye Bread",256
3402,"Cereals, dry, plain, fortified, instant, oats",362
3404,"Crustaceans, raw, mixed species, spiny lobster",112
3413,"PIZZA HUT 12"" Pepperoni Pizza, Hand-Tossed Crust",280
3416,"PIZZA HUT 14"" Sausage Pizza, THIN 'N CRISPY Crust",323
3435,"Cookies, baked, refrigerated dough, peanut butter",503
3438,"PEPPERIDGE FARM, 100% Whole Wheat Hamburger Buns",257
3447,"Crackers, sandwich-type with cheese filling, rye",481
3448,"Restaurant, bunuelos (fried yeast bread), Latino",462
3451,"Crustaceans, moist heat, cooked, dungeness, crab",110
3474,"Rolls, wheat/cracked wheat, hamburger or hot dog",269
3475,"DENNY'S, fried, battered or breaded, fish fillet",234
3477,"Pizza, cooked, frozen, thick crust, meat topping",274
3489,"CAMPBELL'S CHUNKY Soups, Hearty Beef Barley Soup",56
3491,"Crustaceans, home recipe, crab cakes, blue, crab",155
3512,"Crustaceans, raw (not previously frozen), shrimp",85
3524,"Cereals, dry, 1 minute cook time, CREAM OF WHEAT",359
3527,"Chicken, raw, meat only, leg, broilers or fryers",120
3534,"PIZZA HUT 12"" Cheese Pizza, THIN 'N CRISPY Crust",303
3543,"Cereals ready-to-eat, plain, toasted, wheat germ",382
3552,"PIZZA HUT 14"" Pepperoni Pizza, Hand-Tossed Crust",291
3556,"Cereals, dry, Whole Wheat Natural Cereal, QUAKER",333
3571,"DOMINO'S 14"" Pepperoni Pizza, Crunchy Thin Crust",328
3589,"PIZZA HUT 14"" Cheese Pizza, THIN 'N CRISPY Crust",306
3597,"School Lunch, whole grain breaded, chicken patty",246
3601,"Chicken, roasted, meat only, broilers or fryers",190
3628,"POPEYES, Skin and Breading, Mild, Fried Chicken",433
3652,"Crustaceans, raw, wild, mixed species, crayfish",77
3678,"Cereals, with salt, cooked with water, WHEATENA",59
3682,"Chicken, raw, meat and skin, broilers or fryers",215
3684,"Crackers, with whole wheat, standard snack-type",463
3690,"Chicken, raw, separable fat, broilers or fryers",629
3711,"Cereals ready-to-eat, Wheat CHEX, GENERAL MILLS",345
3733,"PAPA JOHN'S 14"" The Works Pizza, Original Crust",240
3740,"PAPA JOHN'S 14"" Pepperoni Pizza, Original Crust",275
3744,"Bread, pan de torta salvadoran, pound cake type",390
3751,"Chicken, stewed, meat only, broilers or fryers",177
3813,"Pie Crust, Ready Crust, Chocolate, Cookie-type",484
3823,"Doughnuts, sugared or glazed, plain, cake-type",426
3830,"Crackers, with cheese filling, sandwich, wheat",497
3838,"KASHI, Roasted Garlic, H2H Woven Wheat Cracker",440
3863,"Cereals ready-to-eat, fortified, puffed, wheat",364
3885,"PIZZA HUT 14"" Sausage Pizza, Hand-Tossed Crust",287
3886,"DOMINO'S 14"" Sausage Pizza, Crunchy Thin Crust",319
3948,"Tortillas, whole wheat, ready-to-bake or -fry",310
3967,"PEPPERIDGE FARM, Farmhouse Hearty White Bread",267
3991,"Doughnuts, with jelly filling, yeast-leavened",340
3992,"Doughnuts, with creme filling, yeast-leavened",361
4008,"DOMINO'S 14"" Cheese Pizza, Crunchy Thin Crust",298
4009,"PIZZA HUT 12"" Cheese Pizza, Hand-Tossed Crust",271
4017,"Cereals ready-to-eat, WHEATIES, GENERAL MILLS",353
4054,"PIZZA HUT 14"" Cheese Pizza, Hand-Tossed Crust",275
4065,"PEPPERIDGE FARM, Raisin Cinnamon Swirl Bread",286
4075,"Bread, toasted, commercially prepared, white",290
4078,"Crustaceans, moist heat, cooked, queen, crab",115
4096,"DOMINO'S 14"" Sausage Pizza, Classic Hand-Tossed Crust",273
4106,"Wheat flour, unbleached, enriched, all-purpose, white",364
4121,"Chicken, raw, meat and skin, back, broilers or fryers",319
4126,"KEEBLER, bite size, Pecan Shortbread Cookies, SANDIES",547
4127,"Crackers, with peanut butter filling, sandwich, wheat",495
4132,"Chicken, raw, meat and skin, neck, broilers or fryers",297
4146,"Chicken, raw, meat and skin, wing, broilers or fryers",191
4156,"Soy sauce made from soy and wheat (shoyu), low sodium",57
4163,"Pie crust, baked, prepared from recipe, standard-type",527
4179,"Formulated bar, oats and chocolate, chewy, high fiber",350
4191,"Chicken, raw, meat and skin, leg, broilers or fryers",214
4220,"Bread, commercially prepared, plain, chapati or roti",297
4225,"Cereals, dry, not fortified, regular and quick, oats",379
4227,"DOMINO'S 14"" Sausage Pizza, Ultimate Deep Dish Crust",277
4229,"Mollusks, breaded and fried, cooked, eastern, oyster",199
4232,"Pancakes, prepared, incomplete, dry mix, whole-wheat",208
4260,"Pizza, cooked, frozen, regular crust, cheese topping",268
4276,"Cereals, dry, 2 1/2 minute cook time, CREAM OF WHEAT",355
4278,"PIZZA HUT 12"" Super Supreme Pizza, Hand-Tossed Crust",243
4279,"DOMINO'S 14"" Cheese Pizza, Classic Hand-Tossed Crust",257
4286,"Cereals ready-to-eat, Honey Nut Shredded Wheat, POST",373
4308,"PEPPERIDGE FARM, Whole Grain Honey Whole Wheat Bread",263
4320,"PIZZA HUT 14"" Super Supreme Pizza, Hand-Tossed Crust",248
4326,"UDI'S, Soft & Hearty Whole Grain Bread, Gluten Free",309
4335,"SCHAR, Classic White Bread, Wheat-Free, Gluten-Free",240
4338,"Waffles, ready-to-heat, frozen, lowfat, whole wheat",257
4341,"Chicken breast tenders, microwaved, cooked, breaded",252
4348,"PEPPERIDGE FARM, Whole Grain 100% Whole Wheat Bread",263
4364,"RUDI'S, Original Sandwich Bread, Gluten-Free Bakery",320
4377,"Pie Crust, Ready Crust, Graham Cracker, Cookie-type",501
4378,"Chicken, fried, cooked, giblets, broilers or fryers",277
4379,"Onion rings, unprepared, frozen, par fried, breaded",258
4387,"Crustaceans, cooked (not previously frozen), shrimp",99
4388,"Pizza, cooked, frozen, rising crust, cheese topping",260
4407,"DOMINO'S 14"" Cheese Pizza, Ultimate Deep Dish Crust",265
4409,"Cereals, dry, Banana Bread, Instant Oatmeal, QUAKER",368
4416,"Restaurant, breaded and fried, shrimp, family style",308
4431,"Wheat flour, bleached, enriched, all-purpose, white",364
4435,"PIZZA HUT 14"" Pepperoni Pizza, THIN 'N CRISPY Crust",333
4444,"Snacks, unsalted, buckwheat, brown rice, rice cakes",380
4453,"KFC, Skin and Breading, EXTRA CRISPY, Fried Chicken",464
4461,"KELLOGG'S, Gingerbread Toaster Pastries, POP-TARTS",393
4470,"Bread, toasted, commercially prepared, whole-wheat",306
4474,"Crackers, rye (includes pumpernickel), melba toast",389
4475,"Cereals, dry, Farina Hot Wheat Cereal, MALT-O-MEAL",365
4483,"Bread, toasted (includes whole-grain), multi-grain",288
4516,"Crustaceans, moist heat, cooked, northern, lobster",89
4531,"Babyfood, prepared with whole milk, barley, cereal",84
4547,"Doughnuts, sugared or glazed, chocolate, cake-type",417
4573,"Fish, breaded and fried, cooked, Atlantic, croaker",221
4575,"Cookies, baked, refrigerated dough, chocolate chip",492
4599,"Pie crust, baked, prepared, dry mix, standard-type",501
4606,"Crustaceans, moist heat, cooked, alaska king, crab",97
4623,"School Lunch, whole grain breaded, chicken nuggets",270
4632,"Crustaceans, raw, farmed, mixed species, crayfish",72
4633,"Bread, toasted, prepared from recipe, whole-wheat",305
4637,"Chicken, raw, meat only, back, broilers or fryers",137
4640,"PEPPERIDGE FARM, Farmhouse 100% Whole Wheat Bread",269
4646,"Fish, breaded and fried, cooked, channel, catfish",229
4647,"Cookies, pecan, commercially prepared, shortbread",542
4648,"Cookies, plain, commercially prepared, shortbread",514
4654,"Pizza, cooked, frozen, thin crust, cheese topping",263
4669,"PILLSBURY, refrigerated dough, Crusty French Loaf",243
4673,"KEEBLER, Honey Wheat, Snack Sticks, CLUB Crackers",471
4675,"Cereals ready-to-eat, QUAKER Puffed Wheat, QUAKER",366
4726,"Chicken, raw, meat only, neck, broilers or fryers",154
4736,"Chicken, raw, meat only, wing, broilers or fryers",126
4764,"Shortening bread, soybean (hydrogenated) and cottonseed",884
4808,"Chicken, raw, meat and skin, drumstick, broilers or fryers",161
4820,"KEEBLER, Dark Chocolate Almond Shortbread Cookies, SANDIES",540
4827,"Chicken, fried, cooked, meat only, leg, broilers or fryers",208
4854,"Nuts, with salt added, unflavored, wheat-based, formulated",622
4856,"SUBWAY, meatball marinara sub on white bread (no toppings)",219
4863,"Bread, frozen, commercially prepared, whole wheat, paratha",326
4876,"Chicken, raw, meat and skin, dark meat, broilers or fryers",237
4878,"UDI'S, Soft & Delicious White Sandwich Bread, Gluten Free",298
4901,"Pie crust, enriched, ready-to-bake, frozen, standard-type",457
4911,"Cereals ready-to-eat, ORGANIC PROMISE Autumn Wheat, KASHI",338
4938,"PILLSBURY GRANDS, refrigerated dough, Buttermilk Biscuits",293
4949,"Babyfood, dry fortified, with apples, whole wheat, cereal",402
4956,"Soup, ready to serve, traditional, beef barley, PROGRESSO",47
4991,"KEEBLER, Reduced Fat, Graham Pie Crust (10""), READY CRUST",472
4998,"LITTLE CAESARS 14"" Pepperoni Pizza, Large Deep Dish Crust",265
5009,"Doughnuts, chocolate-coated or frosted, plain, cake-type",452
5015,"Bread, made with margarine, prepared from recipe, banana",326
5032,"Bread, no salt, low sodium, commercially prepared, white",267
5042,"PILLSBURY, refrigerated dough, Cinnamon Rolls with Icing",330
5058,"Cereals, dry, 10 minute cooking, regular, CREAM OF WHEAT",370
5112,"Mollusks, breaded and fried, cooked, mixed species, clam",202
5120,"Cereals ready-to-eat, RALSTON Enriched Wheat Bran flakes",310
5124,"Chicken, roasted, cooked, skin only, broilers or fryers",454
5134,"KEEBLER, Roasted Almond, Nut Crisp Crackers, WHEATABLES",472
5139,"Chicken, raw, meat and skin, breast, broilers or fryers",172
5148,"Muffins, toasted, toaster-type with raisins, wheat bran",313
5153,"Pizza, cooked, frozen, regular crust, pepperoni topping",274
5159,"Bread, refrigerated, commercially prepared, plain, naan",291
5192,"USDA Commodity, heated, frozen, breaded, salmon nuggets",212
5200,"KEEBLER, Reduced Fat, Pecan Shortbread Cookies, SANDIES",488
5210,"AUSTIN, sandwich-type, Cheddar Cheese on Wheat Crackers",495
5226,"Beef, boiled, cooked, sweetbread, imported, New Zealand",318
5229,"SUBWAY, tuna sub on white bread with lettuce and tomato",221
5242,"Sweet rolls, refrigerated dough with frosting, cinnamon",333
5244,"Pie crust, unbaked, prepared from recipe, standard-type",469
5248,"Bread, salvadoran sweet cheese (quesadilla salvadorena)",374
5249,"Chicken, raw, meat only, light meat, broilers or fryers",114
5250,"DOMINO'S 14"" Pepperoni Pizza, Classic Hand-Tossed Crust",273
5254,"Chicken, stewed, cooked, skin only, broilers or fryers",363
5262,"KEEBLER, Toasted Pecan, Nut Crisp Crackers, WHEATABLES",483
5269,"Chicken, raw, meat and skin, thigh, broilers or fryers",221
5305,"Crackers, whole wheat (includes multi-grain), saltines",398
5306,"KFC, Skin and Breading, ORIGINAL RECIPE, Fried Chicken",384
5309,"Chicken, simmered, cooked, giblets, broilers or fryers",157
5318,"Cereals ready-to-eat, Sweetened WHEAT-FULS, MOM'S BEST",373
5327,"Chicken, raw, meat only, dark meat, broilers or fryers",125
5338,"Wheat flour, enriched, self-rising, all-purpose, white",354
5384,"LITTLE CAESARS 14"" Cheese Pizza, Large Deep Dish Crust",263
5385,"Turkey, roasted, cooked, meat and skin, fryer-roasters",172
5390,"DOMINO'S 14"" Pepperoni Pizza, Ultimate Deep Dish Crust",283
5394,"Chicken, fried, cooked, meat only, broilers or fryers",219
5403,"Restaurant, arepa (unleavened cornmeal bread), Latino",219
5411,"Bread, toasted (includes sourdough), french or vienna",319
5432,"PILLSBURY, refrigerated dough, Chocolate Chip Cookies",450
5441,"Chicken, stewed, cooked, meat only, leg, broilers or fryers",185
5453,"Soup, prepared with equal volume water, canned, mushroom barley",30
5455,"Cereals, dry, Maple & Brown Sugar Hot Wheat Cereal, MALT-O-MEAL",368
5456,"Wheat flour, enriched, bleached, 13% protein, white (industrial)",362
5457,"Wheat flour, enriched, bleached, 15% protein, white (industrial)",362
5459,"Chicken, stewed, cooked, meat and skin, wing, broilers or fryers",249
5462,"Fast Food, thin crust, pepperoni topping, 14"" pizza, Pizza Chain",331
5463,"Fast foods, meatball marinara on white bread, submarine sandwich",219
5472,"LITTLE CAESARS 14"" Original Round Pepperoni Pizza, Regular Crust",273
5482,"DIGIORNO Pizza, baked, frozen, thin crispy crust, cheese topping",247
5489,"Doughnuts, plain (includes unsugared, old-fashioned), cake-type",434
5490,"Chicken, stewed, cooked, meat and skin, leg, broilers or fryers",220
5492,"Bread, made with low fat (2%) milk, prepared from recipe, white",285
5498,"Pizza, cooked, frozen, rising crust, meat and vegetable topping",271
5518,"Cereals ready-to-eat, original spoon-size, Shredded Wheat, POST",351
5523,"Cereals ready-to-eat, with almonds, HONEY BUNCHES OF OATS, POST",409
5532,"Cereals, dry, with cinnamon and spice, fortified, instant, oats",369
5534,"POPEYES, meat and skin with breading, Wing, Mild, Fried Chicken",338
5548,"Chicken, roasted, cooked, meat only, breast, broilers or fryers",165
5550,"Wheat flour, enriched, bleached, 9% protein, white (industrial)",367
5564,"Pie crust, made with enriched flour, unbaked, frozen, deep dish",468
5573,"Fast Food, thick crust, sausage topping, 14"" pizza, Pizza Chain",282
5580,"Crustaceans, made from surimi, imitation, mixed species, shrimp",101
5602,"Cereals ready-to-eat, spoon-size, Shredded Wheat n' Bran, POST",339
5613,"Chicken, simmered, cooked, meat only, neck, broilers or fryers",179
5614,"Chicken, roasted, cooked, meat only, thigh, broilers or fryers",179
5635,"Fast Food, thick crust, cheese topping, 14"" pizza, Pizza Chain",271
5636,"Crustaceans, moist heat, cooked, wild, mixed species, crayfish",82
5649,"Fast foods, plain, boneless pieces, breaded and fried, chicken",307
5650,"DIGIORNO Pizza, baked, frozen, rising crust, pepperoni topping",265
5652,"Chicken, stewed, cooked, meat only, breast, broilers or fryers",151
5668,"Bread, enriched (includes corn muffin mix), dry mix, cornbread",418
5681,"Fast Food, thin crust, sausage topping, 14"" pizza, Pizza Chain",321
5683,"SUBWAY, SUBWAY CLUB sub on white bread with lettuce and tomato",146
5696,"Sweet rolls, baked, refrigerated dough with frosting, cinnamon",362
5698,"Cereals, dry, with raisins and spice, fortified, instant, oats",360
5707,"Chicken, batter, fried, cooked, skin only, broilers or fryers",394
5712,"Bread, made with nonfat dry milk, prepared from recipe, white",274
5717,"Chicken, roasted, cooked, meat only, back, broilers or fryers",239
5719,"Crustaceans, moist heat, cooked, mixed species, spiny lobster",143
5725,"Cereals ready-to-eat, Big Bite, KELLOGG'S FROSTED MINI-WHEATS",350
5727,"Chicken, raw, meat only, thigh, dark meat, broilers or fryers",121
5728,"Chicken, stewed, cooked, meat only, thigh, broilers or fryers",195
5749,"Fast Food, thin crust, cheese topping, 14"" pizza, Pizza Chain",302
5763,"Pie crust, made with enriched flour, baked, frozen, deep dish",521
5768,"Chicken, fried, cooked, meat only, breast, broilers or fryers",187
5775,"Biscuits, higher fat, refrigerated dough, plain or buttermilk",307
5798,"SUBWAY, roast beef sub on white bread with lettuce and tomato",155
5802,"Chicken, roasted, cooked, meat only, wing, broilers or fryers",203
5823,"Crustaceans, breaded and fried, cooked, mixed species, shrimp",242
5825,"Bread, refrigerated, commercially prepared, whole wheat, naan",286
5826,"Cereals, banana bread, Weight Control Instant Oatmeal, QUAKER",361
5827,"Cereals, dry, maple and brown sugar, fortified, instant, oats",368
5828,"Fast Foods, meat and skin and breading, Breast, Fried Chicken",230
5832,"LITTLE CAESARS 14"" Original Round Cheese Pizza, Regular Crust",265
5837,"Chicken, flour, fried, cooked, skin only, broilers or fryers",502
5845,"Chicken, stewed, cooked, meat only, back, broilers or fryers",209
5853,"Chicken, fried, cooked, meat only, thigh, broilers or fryers",218
5863,"Wheat flour, calcium-fortified, enriched, all-purpose, white",364
5878,"DIGIORNO Pizza, baked, frozen, rising crust, supreme topping",255
5881,"Pickles, sweet (includes bread and butter pickles), cucumber",91
5882,"Biscuits, lower fat, refrigerated dough, plain or buttermilk",270
5889,"Fast Foods, meat and skin and breading, Thigh, Fried Chicken",274
5900,"KEEBLER, Sandies Shortbread Cookies, 100 Calorie RIGHT BITES",468
5907,"Chicken, roasted, cooked, meat only, leg, broilers or fryers",174
5919,"Chicken, stewed, cooked, meat only, wing, broilers or fryers",181
5943,"Fast Foods, Skin and breading from all pieces, Fried Chicken",398
5967,"Chicken, fried, cooked, meat only, back, broilers or fryers",288
6008,"Cereals ready-to-eat, bagged cereal, Shredded Wheat, QUAKER",348
6022,"Chicken, raw, meat and skin, light meat, broilers or fryers",186
6026,"Chicken, roasted, cooked, meat and skin, broilers or fryers",239
6029,"Fast Foods, meat and skin and breading, Wing, Fried Chicken",310
6038,"KEEBLER, Chocolate Chip & Pecan Shortbread Cookies, SANDIES",546
6043,"Chicken, fried, cooked, meat only, neck, broilers or fryers",229
6052,"Pie crust, unenriched, ready-to-bake, frozen, standard-type",457
6055,"Chicken, fried, cooked, meat only, wing, broilers or fryers",211
6061,"SUBWAY, cold cut sub on white bread with lettuce and tomato",214
6066,"Mollusks, breaded and fried, cooked, mixed species, scallop",216
6077,"Crustaceans, made from surimi, imitation, alaska king, crab",95
6081,"DIGIORNO Pizza, baked, frozen, rising crust, cheese topping",256
6085,"Chicken, stewed, cooked, meat and skin, broilers or fryers",219
6120,"Cereals ready-to-eat, original big biscuit, Shredded Wheat, POST",337
6129,"Lamb, soaked and simmered, cooked, sweetbread, imported, New Zealand",144
6137,"Cereals ready-to-eat, presweetened with nuts and fruits, wheat and bran",385
6144,"Pasta, dry, remaining unenriched semolina, 51% whole wheat, whole grain",362
6147,"Fast Foods, skin and breading removed, meat only, Breast, Fried Chicken",153
6148,"CAMPBELL'S Red and White, condensed, Chicken Barley with Mushrooms Soup",71
6155,"Chicken, stewed, meat and skin and giblets and neck, broilers or fryers",216
6157,"Cereals ready-to-eat, KELLOGG'S ALL-BRAN COMPLETE Wheat Flakes, KELLOGG",327
